EndFiscalYear,UniqueIndividual_ID,Gender,Region_MostRecentPlacement,Age_Category,TotalAggregatedDays_Segregation
2023,2023-00536-SG,Male,Northern,25 to 49,1
2023,2023-00537-SG,Male,Western,25 to 49,20
2023,2023-00538-SG,Male,Toronto,25 to 49,7
2023,2023-00539-SG,Male,Central,25 to 49,6
2023,2023-00540-SG,Male,Western,25 to 49,4
2023,2023-00541-SG,Male,Eastern,25 to 49,2
2023,2023-00542-SG,Male,Toronto,50+,7
2023,2023-00543-SG,Female,Western,25 to 49,1
2023,2023-00544-SG,Male,Toronto,50+,12
2023,2023-00545-SG,Male,Central,50+,6
2023,2023-00546-SG,Male,Toronto,25 to 49,5
2023,2023-00547-SG,Male,Central,50+,12
2023,2023-00548-SG,Male,Western,25 to 49,7
2023,2023-00549-SG,Male,Central,50+,21
2023,2023-00550-SG,Male,Central,50+,5
2023,2023-00551-SG,Male,Eastern,25 to 49,3
2023,2023-00552-SG,Male,Western,25 to 49,6
2023,2023-00553-SG,Male,Western,25 to 49,2
2023,2023-00554-SG,Male,Central,25 to 49,3
2023,2023-00555-SG,Male,Central,25 to 49,8
2023,2023-00556-SG,Male,Northern,50+,16
2023,2023-00557-SG,Female,Central,25 to 49,13
2023,2023-00558-SG,Male,Central,25 to 49,11
2023,2023-00559-SG,Male,Central,50+,1
2023,2023-00560-SG,Male,Western,25 to 49,4
2023,2023-00561-SG,Male,Eastern,25 to 49,1
2023,2023-00562-SG,Male,Northern,50+,2
2023,2023-00563-SG,Male,Central,25 to 49,1
2023,2023-00564-SG,Male,Northern,25 to 49,3
2023,2023-00565-SG,Male,Eastern,50+,3
2023,2023-00566-SG,Male,Central,25 to 49,18
2023,2023-00567-SG,Male,Toronto,50+,3
2023,2023-00568-SG,Male,Western,25 to 49,5
2023,2023-00569-SG,Male,Western,25 to 49,10
2023,2023-00570-SG,Male,Western,25 to 49,13
2023,2023-00571-SG,Male,Western,25 to 49,4
2023,2023-00572-SG,Male,Central,50+,4
2023,2023-00573-SG,Male,Eastern,25 to 49,4
2023,2023-00574-SG,Male,Northern,25 to 49,5
2023,2023-00575-SG,Male,Central,25 to 49,4
2023,2023-00576-SG,Male,Northern,25 to 49,7
2023,2023-00577-SG,Male,Central,25 to 49,2
2023,2023-00578-SG,Male,Western,25 to 49,2
2023,2023-00579-SG,Male,Western,50+,2
2023,2023-00580-SG,Male,Eastern,50+,118
2023,2023-00581-SG,Male,Central,25 to 49,4
2023,2023-00582-SG,Male,Western,25 to 49,3
2023,2023-00583-SG,Male,Western,25 to 49,33
2023,2023-00584-SG,Male,Northern,25 to 49,13
2023,2023-00585-SG,Male,Eastern,25 to 49,3
2023,2023-00586-SG,Female,Northern,25 to 49,2
2023,2023-00587-SG,Male,Central,25 to 49,7
2023,2023-00588-SG,Male,Central,50+,5
2023,2023-00589-SG,Male,Central,50+,3
2023,2023-00590-SG,Male,Western,25 to 49,16
2023,2023-00591-SG,Male,Northern,25 to 49,3
2023,2023-00592-SG,Male,Eastern,25 to 49,6
2023,2023-00593-SG,Male,Western,50+,9
2023,2023-00594-SG,Male,Eastern,50+,7
2023,2023-00595-SG,Male,Eastern,50+,9
2023,2023-00596-SG,Male,Western,25 to 49,15
2023,2023-00597-SG,Male,Eastern,50+,5
2023,2023-00598-SG,Male,Western,25 to 49,1
2023,2023-00599-SG,Male,Central,25 to 49,1
2023,2023-00600-SG,Male,Central,50+,11
2023,2023-00601-SG,Male,Western,25 to 49,6
2023,2023-00602-SG,Male,Central,50+,3
2023,2023-00603-SG,Male,Central,50+,1
2023,2023-00604-SG,Male,Central,50+,52
2023,2023-00605-SG,Male,Northern,50+,1
2023,2023-00606-SG,Male,Central,25 to 49,20
2023,2023-00607-SG,Male,Western,25 to 49,6
2023,2023-00608-SG,Male,Central,25 to 49,24
2023,2023-00609-SG,Male,Central,25 to 49,1
2023,2023-00610-SG,Male,Toronto,50+,6
2023,2023-00611-SG,Male,Western,50+,1
2023,2023-00612-SG,Male,Central,50+,7
2023,2023-00613-SG,Male,Central,25 to 49,1
2023,2023-00614-SG,Male,Central,50+,15
2023,2023-00615-SG,Male,Western,25 to 49,4
2023,2023-00616-SG,Male,Western,25 to 49,4
2023,2023-00617-SG,Male,Northern,25 to 49,3
2023,2023-00618-SG,Male,Toronto,50+,5
2023,2023-00619-SG,Male,Western,25 to 49,4
2023,2023-00620-SG,Male,Northern,25 to 49,3
2023,2023-00621-SG,Male,Central,25 to 49,4
2023,2023-00622-SG,Male,Eastern,25 to 49,33
2023,2023-00623-SG,Male,Northern,50+,2
2023,2023-00624-SG,Male,Central,25 to 49,8
2023,2023-00625-SG,Male,Central,50+,8
2023,2023-00626-SG,Male,Western,25 to 49,12
2023,2023-00627-SG,Male,Northern,50+,11
2023,2023-00628-SG,Male,Central,50+,1
2023,2023-00629-SG,Male,Northern,25 to 49,48
2023,2023-00630-SG,Male,Western,50+,4
2023,2023-00631-SG,Male,Eastern,25 to 49,13
2023,2023-00632-SG,Male,Central,50+,10
2023,2023-00633-SG,Male,Western,50+,1
2023,2023-00634-SG,Male,Eastern,25 to 49,2
2023,2023-00635-SG,Male,Central,25 to 49,1
2023,2023-00636-SG,Male,Western,50+,5
2023,2023-00637-SG,Male,Western,25 to 49,3
2023,2023-00638-SG,Male,Toronto,25 to 49,16
2023,2023-00639-SG,Male,Eastern,25 to 49,3
2023,2023-00640-SG,Male,Western,25 to 49,3
2023,2023-00641-SG,Male,Central,50+,2
2023,2023-00642-SG,Male,Toronto,25 to 49,16
2023,2023-00643-SG,Male,Northern,25 to 49,5
2023,2023-00644-SG,Male,Central,25 to 49,5
2023,2023-00645-SG,Male,Northern,50+,1
2023,2023-00646-SG,Male,Eastern,50+,1
2023,2023-00647-SG,Male,Toronto,50+,6
2023,2023-00648-SG,Female,Western,25 to 49,1
2023,2023-00649-SG,Male,Central,50+,1
2023,2023-00650-SG,Male,Western,25 to 49,5
2023,2023-00651-SG,Male,Western,25 to 49,1
2023,2023-00652-SG,Male,Western,25 to 49,2
2023,2023-00653-SG,Male,Western,50+,2
2023,2023-00654-SG,Male,Central,50+,7
2023,2023-00655-SG,Male,Western,25 to 49,5
2023,2023-00656-SG,Male,Central,25 to 49,5
2023,2023-00657-SG,Male,Toronto,25 to 49,64
2023,2023-00658-SG,Male,Western,50+,7
2023,2023-00659-SG,Male,Central,50+,68
2023,2023-00660-SG,Male,Central,50+,1
2023,2023-00661-SG,Male,Central,25 to 49,1
2023,2023-00662-SG,Male,Central,25 to 49,3
2023,2023-00663-SG,Male,Central,50+,1
2023,2023-00664-SG,Male,Western,50+,4
2023,2023-00665-SG,Female,Northern,25 to 49,16
2023,2023-00666-SG,Male,Toronto,25 to 49,10
2023,2023-00667-SG,Male,Northern,25 to 49,4
2023,2023-00668-SG,Male,Eastern,25 to 49,3
2023,2023-00669-SG,Male,Central,50+,5
2023,2023-00670-SG,Male,Central,25 to 49,39
2023,2023-00671-SG,Male,Central,50+,4
2023,2023-00672-SG,Male,Central,25 to 49,10
2023,2023-00673-SG,Male,Central,50+,14
2023,2023-00674-SG,Male,Central,25 to 49,2
2023,2023-00675-SG,Male,Western,25 to 49,3
2023,2023-00676-SG,Male,Central,25 to 49,2
2023,2023-00677-SG,Male,Western,50+,5
2023,2023-00678-SG,Male,Central,25 to 49,5
2023,2023-00679-SG,Female,Central,25 to 49,1
2023,2023-00680-SG,Male,Central,25 to 49,5
2023,2023-00681-SG,Male,Western,50+,3
2023,2023-00682-SG,Male,Western,50+,4
2023,2023-00683-SG,Male,Toronto,25 to 49,14
2023,2023-00684-SG,Male,Toronto,25 to 49,1
2023,2023-00685-SG,Male,Western,50+,2
2023,2023-00686-SG,Male,Central,25 to 49,5
2023,2023-00687-SG,Male,Eastern,50+,2
2023,2023-00688-SG,Male,Central,25 to 49,5
2023,2023-00689-SG,Male,Northern,25 to 49,1
2023,2023-00690-SG,Male,Central,25 to 49,7
2023,2023-00691-SG,Male,Western,25 to 49,1
2023,2023-00692-SG,Male,Toronto,50+,3
2023,2023-00693-SG,Male,Western,50+,3
2023,2023-00694-SG,Male,Central,25 to 49,26
2023,2023-00695-SG,Male,Central,25 to 49,1
2023,2023-00696-SG,Male,Western,25 to 49,5
2023,2023-00697-SG,Male,Central,25 to 49,6
2023,2023-00698-SG,Male,Toronto,25 to 49,14
2023,2023-00699-SG,Male,Western,50+,3
2023,2023-00700-SG,Male,Central,25 to 49,4
2023,2023-00701-SG,Male,Central,50+,3
2023,2023-00702-SG,Male,Toronto,25 to 49,2
2023,2023-00703-SG,Male,Toronto,25 to 49,5
2023,2023-00704-SG,Male,Central,25 to 49,2
2023,2023-00705-SG,Male,Central,25 to 49,1
2023,2023-00706-SG,Male,Eastern,25 to 49,1
2023,2023-00707-SG,Female,Central,50+,13
2023,2023-00708-SG,Male,Central,25 to 49,1
2023,2023-00709-SG,Female,Central,25 to 49,9
2023,2023-00710-SG,Male,Western,25 to 49,3
2023,2023-00711-SG,Male,Central,25 to 49,14
2023,2023-00712-SG,Male,Central,25 to 49,12
2023,2023-00713-SG,Male,Northern,25 to 49,1
2023,2023-00714-SG,Male,Western,50+,8
2023,2023-00715-SG,Male,Northern,25 to 49,3
2023,2023-00716-SG,Male,Eastern,25 to 49,10
2023,2023-00717-SG,Male,Central,25 to 49,4
2023,2023-00718-SG,Male,Central,25 to 49,2
2023,2023-00719-SG,Female,Central,25 to 49,10
2023,2023-00720-SG,Male,Northern,25 to 49,4
2023,2023-00721-SG,Male,Western,25 to 49,2
2023,2023-00722-SG,Male,Eastern,25 to 49,2
2023,2023-00723-SG,Male,Eastern,25 to 49,2
2023,2023-00724-SG,Male,Central,25 to 49,39
2023,2023-00725-SG,Male,Central,50+,5
2023,2023-00726-SG,Male,Central,25 to 49,91
2023,2023-00727-SG,Male,Western,50+,4
2023,2023-00728-SG,Female,Central,50+,8
2023,2023-00729-SG,Male,Western,50+,8
2023,2023-00730-SG,Male,Central,25 to 49,7
2023,2023-00731-SG,Male,Eastern,25 to 49,5
2023,2023-00732-SG,Male,Central,25 to 49,30
2023,2023-00733-SG,Male,Western,25 to 49,27
2023,2023-00734-SG,Male,Central,25 to 49,3
2023,2023-00735-SG,Male,Central,25 to 49,4
2023,2023-00736-SG,Male,Western,25 to 49,1
2023,2023-00737-SG,Male,Western,25 to 49,1
2023,2023-00738-SG,Male,Western,50+,1
2023,2023-00739-SG,Male,Eastern,25 to 49,108
2023,2023-00740-SG,Male,Northern,25 to 49,4
2023,2023-00741-SG,Female,Central,50+,6
2023,2023-00742-SG,Male,Northern,50+,1
2023,2023-00743-SG,Male,Central,50+,4
2023,2023-00744-SG,Male,Eastern,25 to 49,1
2023,2023-00745-SG,Male,Western,50+,11
2023,2023-00746-SG,Male,Central,25 to 49,1
2023,2023-00747-SG,Male,Central,50+,42
2023,2023-00748-SG,Male,Western,25 to 49,5
2023,2023-00749-SG,Male,Central,50+,2
2023,2023-00750-SG,Male,Northern,25 to 49,2
2023,2023-00751-SG,Male,Western,50+,2
2023,2023-00752-SG,Male,Central,25 to 49,136
2023,2023-00753-SG,Male,Western,25 to 49,5
2023,2023-00754-SG,Male,Central,50+,6
2023,2023-00755-SG,Male,Toronto,25 to 49,1
2023,2023-00756-SG,Male,Central,50+,1
2023,2023-00757-SG,Male,Western,25 to 49,32
2023,2023-00758-SG,Male,Western,25 to 49,5
2023,2023-00759-SG,Male,Western,25 to 49,9
2023,2023-00760-SG,Male,Western,25 to 49,10
2023,2023-00761-SG,Female,Eastern,25 to 49,3
2023,2023-00762-SG,Male,Central,25 to 49,3
2023,2023-00763-SG,Male,Central,25 to 49,1
2023,2023-00764-SG,Male,Central,25 to 49,2
2023,2023-00765-SG,Male,Central,25 to 49,1
2023,2023-00766-SG,Male,Eastern,50+,3
2023,2023-00767-SG,Male,Central,50+,41
2023,2023-00768-SG,Male,Western,25 to 49,17
2023,2023-00769-SG,Male,Western,50+,1
2023,2023-00770-SG,Male,Eastern,25 to 49,12
2023,2023-00771-SG,Male,Central,50+,1
2023,2023-00772-SG,Male,Western,50+,1
2023,2023-00773-SG,Male,Central,25 to 49,3
2023,2023-00774-SG,Male,Central,25 to 49,132
2023,2023-00775-SG,Male,Central,25 to 49,6
2023,2023-00776-SG,Male,Central,25 to 49,19
2023,2023-00777-SG,Male,Northern,25 to 49,27
2023,2023-00778-SG,Male,Central,50+,1
2023,2023-00779-SG,Male,Central,25 to 49,5
2023,2023-00780-SG,Male,Western,25 to 49,5
2023,2023-00781-SG,Male,Central,50+,3
2023,2023-00782-SG,Male,Central,25 to 49,2
2023,2023-00783-SG,Male,Western,25 to 49,4
2023,2023-00784-SG,Male,Central,50+,1
2023,2023-00785-SG,Male,Western,50+,2
2023,2023-00786-SG,Male,Eastern,50+,11
2023,2023-00787-SG,Male,Toronto,50+,3
2023,2023-00788-SG,Male,Toronto,25 to 49,10
2023,2023-00789-SG,Male,Toronto,25 to 49,19
2023,2023-00790-SG,Male,Western,25 to 49,7
2023,2023-00791-SG,Female,Central,25 to 49,3
2023,2023-00792-SG,Male,Eastern,25 to 49,3
2023,2023-00793-SG,Male,Western,25 to 49,3
2023,2023-00794-SG,Male,Central,50+,14
2023,2023-00795-SG,Male,Western,25 to 49,2
2023,2023-00796-SG,Male,Central,50+,4
2023,2023-00797-SG,Female,Central,50+,13
2023,2023-00798-SG,Female,Eastern,25 to 49,4
2023,2023-00799-SG,Male,Eastern,25 to 49,1
2023,2023-00800-SG,Male,Western,25 to 49,3
2023,2023-00801-SG,Female,Eastern,25 to 49,9
2023,2023-00802-SG,Male,Northern,50+,2
2023,2023-00803-SG,Male,Toronto,25 to 49,1
2023,2023-00804-SG,Male,Eastern,50+,11
2023,2023-00805-SG,Male,Western,25 to 49,2
2023,2023-00806-SG,Male,Toronto,50+,21
2023,2023-00807-SG,Male,Central,25 to 49,9
2023,2023-00808-SG,Male,Eastern,50+,9
2023,2023-00809-SG,Male,Western,25 to 49,9
2023,2023-00810-SG,Male,Central,25 to 49,152
2023,2023-00811-SG,Male,Northern,25 to 49,10
2023,2023-00812-SG,Male,Eastern,25 to 49,8
2023,2023-00813-SG,Male,Toronto,25 to 49,21
2023,2023-00814-SG,Male,Northern,50+,20
2023,2023-00815-SG,Male,Eastern,25 to 49,1
2023,2023-00816-SG,Male,Central,25 to 49,1
2023,2023-00817-SG,Male,Central,25 to 49,3
2023,2023-00818-SG,Male,Central,25 to 49,1
2023,2023-00819-SG,Male,Central,50+,10
2023,2023-00820-SG,Male,Eastern,25 to 49,1
2023,2023-00821-SG,Male,Toronto,25 to 49,15
2023,2023-00822-SG,Male,Central,50+,4
2023,2023-00823-SG,Male,Eastern,25 to 49,5
2023,2023-00824-SG,Male,Eastern,25 to 49,10
2023,2023-00825-SG,Male,Central,25 to 49,5
2023,2023-00826-SG,Male,Toronto,25 to 49,1
2023,2023-00827-SG,Male,Central,25 to 49,5
2023,2023-00828-SG,Male,Eastern,25 to 49,5
2023,2023-00829-SG,Male,Western,50+,3
2023,2023-00830-SG,Male,Central,25 to 49,5
2023,2023-00831-SG,Male,Toronto,50+,3
2023,2023-00832-SG,Male,Eastern,50+,5
2023,2023-00833-SG,Female,Central,25 to 49,6
2023,2023-00834-SG,Male,Eastern,50+,1
2023,2023-00835-SG,Male,Western,50+,4
2023,2023-00836-SG,Male,Western,25 to 49,5
2023,2023-00837-SG,Male,Western,50+,5
2023,2023-00838-SG,Male,Central,50+,4
2023,2023-00839-SG,Male,Central,50+,1
2023,2023-00840-SG,Male,Western,25 to 49,4
2023,2023-00841-SG,Male,Western,25 to 49,5
2023,2023-00842-SG,Female,Western,25 to 49,12
2023,2023-00843-SG,Male,Toronto,25 to 49,9
2023,2023-00844-SG,Male,Toronto,50+,9
2023,2023-00845-SG,Male,Central,50+,5
2023,2023-00846-SG,Male,Northern,25 to 49,9
2023,2023-00847-SG,Male,Western,25 to 49,7
2023,2023-00848-SG,Male,Western,25 to 49,35
2023,2023-00849-SG,Male,Central,25 to 49,2
2023,2023-00850-SG,Male,Central,25 to 49,19
2023,2023-00851-SG,Male,Central,25 to 49,5
2023,2023-00852-SG,Male,Toronto,25 to 49,3
2023,2023-00853-SG,Male,Central,25 to 49,109
2023,2023-00854-SG,Male,Western,50+,4
2023,2023-00855-SG,Male,Western,25 to 49,7
2023,2023-00856-SG,Male,Central,25 to 49,7
2023,2023-00857-SG,Male,Central,25 to 49,14
2023,2023-00858-SG,Male,Western,50+,2
2023,2023-00859-SG,Male,Western,25 to 49,5
2023,2023-00860-SG,Male,Eastern,25 to 49,2
2023,2023-00861-SG,Male,Western,25 to 49,5
2023,2023-00862-SG,Male,Western,25 to 49,3
2023,2023-00863-SG,Male,Western,25 to 49,4
2023,2023-00864-SG,Male,Western,25 to 49,31
2023,2023-00865-SG,Female,Central,25 to 49,7
2023,2023-00866-SG,Male,Central,25 to 49,6
2023,2023-00867-SG,Male,Northern,25 to 49,2
2023,2023-00868-SG,Male,Northern,25 to 49,6
2023,2023-00869-SG,Male,Northern,25 to 49,3
2023,2023-00870-SG,Male,Northern,25 to 49,11
2023,2023-00871-SG,Male,Western,25 to 49,3
2023,2023-00872-SG,Male,Central,50+,3
2023,2023-00873-SG,Female,Central,25 to 49,19
2023,2023-00874-SG,Male,Northern,50+,7
2023,2023-00875-SG,Male,Eastern,25 to 49,1
2023,2023-00876-SG,Male,Central,25 to 49,1
2023,2023-00877-SG,Male,Toronto,50+,12
2023,2023-00878-SG,Female,Western,25 to 49,3
2023,2023-00879-SG,Male,Western,25 to 49,1
2023,2023-00880-SG,Male,Eastern,25 to 49,38
2023,2023-00881-SG,Male,Central,50+,1
2023,2023-00882-SG,Female,Central,25 to 49,13
2023,2023-00883-SG,Male,Central,25 to 49,6
2023,2023-00884-SG,Male,Western,50+,4
2023,2023-00885-SG,Male,Eastern,25 to 49,24
2023,2023-00886-SG,Male,Western,25 to 49,3
2023,2023-00887-SG,Male,Central,50+,7
2023,2023-00888-SG,Male,Eastern,25 to 49,17
2023,2023-00889-SG,Male,Toronto,25 to 49,3
2023,2023-00890-SG,Male,Central,25 to 49,3
2023,2023-00891-SG,Male,Toronto,25 to 49,60
2023,2023-00892-SG,Male,Northern,25 to 49,1
2023,2023-00893-SG,Male,Northern,25 to 49,8
2023,2023-00894-SG,Male,Toronto,50+,22
2023,2023-00895-SG,Male,Northern,50+,3
2023,2023-00896-SG,Male,Central,25 to 49,2
2023,2023-00897-SG,Male,Western,50+,9
2023,2023-00898-SG,Male,Central,25 to 49,1
2023,2023-00899-SG,Male,Western,50+,4
2023,2023-00900-SG,Male,Central,25 to 49,33
2023,2023-00901-SG,Male,Western,25 to 49,1
2023,2023-00902-SG,Male,Toronto,25 to 49,6
2023,2023-00903-SG,Male,Western,50+,1
2023,2023-00904-SG,Male,Western,25 to 49,116
2023,2023-00905-SG,Male,Western,25 to 49,3
2023,2023-00906-SG,Male,Toronto,25 to 49,3
2023,2023-00907-SG,Male,Western,25 to 49,1
2023,2023-00908-SG,Male,Central,25 to 49,18
2023,2023-00909-SG,Male,Central,25 to 49,6
2023,2023-00910-SG,Male,Toronto,25 to 49,3
2023,2023-00911-SG,Male,Western,25 to 49,7
2023,2023-00912-SG,Male,Eastern,25 to 49,81
2023,2023-00913-SG,Male,Northern,50+,2
2023,2023-00914-SG,Male,Central,25 to 49,88
2023,2023-00915-SG,Female,Central,25 to 49,10
2023,2023-00916-SG,Male,Western,50+,3
2023,2023-00917-SG,Male,Central,25 to 49,15
2023,2023-00918-SG,Male,Northern,25 to 49,1
2023,2023-00919-SG,Male,Central,25 to 49,29
2023,2023-00920-SG,Male,Western,50+,3
2023,2023-00921-SG,Male,Central,50+,11
2023,2023-00922-SG,Male,Northern,25 to 49,3
2023,2023-00923-SG,Male,Central,25 to 49,1
2023,2023-00924-SG,Male,Central,25 to 49,5
2023,2023-00925-SG,Male,Toronto,25 to 49,7
2023,2023-00926-SG,Male,Northern,25 to 49,7
2023,2023-00927-SG,Male,Central,25 to 49,11
2023,2023-00928-SG,Male,Western,25 to 49,5
2023,2023-00929-SG,Male,Eastern,25 to 49,4
2023,2023-00930-SG,Male,Eastern,50+,11
2023,2023-00931-SG,Male,Central,50+,50
2023,2023-00932-SG,Male,Western,25 to 49,5
2023,2023-00933-SG,Male,Central,25 to 49,16
2023,2023-00934-SG,Male,Western,25 to 49,4
2023,2023-00935-SG,Male,Western,25 to 49,8
2023,2023-00936-SG,Male,Central,25 to 49,1
2023,2023-00937-SG,Male,Eastern,25 to 49,10
2023,2023-00938-SG,Male,Western,25 to 49,8
2023,2023-00939-SG,Male,Northern,25 to 49,3
2023,2023-00940-SG,Male,Central,25 to 49,7
2023,2023-00941-SG,Male,Northern,25 to 49,1
2023,2023-00942-SG,Male,Western,50+,1
2023,2023-00943-SG,Male,Eastern,25 to 49,1
2023,2023-00944-SG,Male,Central,25 to 49,1
2023,2023-00945-SG,Male,Western,25 to 49,10
2023,2023-00946-SG,Male,Central,25 to 49,2
2023,2023-00947-SG,Male,Toronto,25 to 49,8
2023,2023-00948-SG,Male,Western,25 to 49,7
2023,2023-00949-SG,Male,Central,25 to 49,4
2023,2023-00950-SG,Male,Toronto,25 to 49,93
2023,2023-00951-SG,Male,Eastern,50+,4
2023,2023-00952-SG,Male,Central,25 to 49,51
2023,2023-00953-SG,Male,Central,50+,2
2023,2023-00954-SG,Male,Toronto,50+,1
2023,2023-00955-SG,Male,Central,25 to 49,54
2023,2023-00956-SG,Male,Central,50+,7
2023,2023-00957-SG,Male,Western,25 to 49,1
2023,2023-00958-SG,Male,Western,50+,3
2023,2023-00959-SG,Male,Toronto,50+,7
2023,2023-00960-SG,Male,Western,25 to 49,4
2023,2023-00961-SG,Male,Central,50+,2
2023,2023-00962-SG,Male,Northern,50+,1
2023,2023-00963-SG,Male,Central,50+,1
2023,2023-00964-SG,Male,Northern,25 to 49,2
2023,2023-00965-SG,Male,Northern,50+,1
2023,2023-00966-SG,Male,Central,25 to 49,9
2023,2023-00967-SG,Male,Eastern,25 to 49,28
2023,2023-00968-SG,Male,Central,25 to 49,1
2023,2023-00969-SG,Male,Central,50+,8
2023,2023-00970-SG,Male,Western,25 to 49,5
2023,2023-00971-SG,Female,Central,25 to 49,1
2023,2023-00972-SG,Male,Northern,25 to 49,3
2023,2023-00973-SG,Male,Central,50+,6
2023,2023-00974-SG,Male,Western,25 to 49,1
2023,2023-00975-SG,Male,Western,50+,3
2023,2023-00976-SG,Male,Western,25 to 49,114
2023,2023-00977-SG,Male,Western,50+,8
2023,2023-00978-SG,Female,Central,25 to 49,10
2023,2023-00979-SG,Male,Northern,50+,1
2023,2023-00980-SG,Male,Western,25 to 49,3
2023,2023-00981-SG,Male,Western,25 to 49,6
2023,2023-00982-SG,Male,Eastern,50+,38
2023,2023-00983-SG,Male,Western,25 to 49,5
2023,2023-00984-SG,Male,Central,50+,54
2023,2023-00985-SG,Male,Northern,25 to 49,8
2023,2023-00986-SG,Male,Central,25 to 49,2
2023,2023-00987-SG,Male,Eastern,25 to 49,12
2023,2023-00988-SG,Male,Western,50+,10
2023,2023-00989-SG,Male,Western,25 to 49,10
2023,2023-00990-SG,Male,Western,25 to 49,5
2023,2023-00991-SG,Male,Central,25 to 49,14
2023,2023-00992-SG,Male,Toronto,50+,6
2023,2023-00993-SG,Male,Toronto,25 to 49,8
2023,2023-00994-SG,Male,Northern,25 to 49,9
2023,2023-00995-SG,Male,Western,50+,5
2023,2023-00996-SG,Female,Central,25 to 49,20
2023,2023-00997-SG,Male,Western,50+,2
2023,2023-00998-SG,Male,Western,25 to 49,4
2023,2023-00999-SG,Male,Western,50+,7
2023,2023-01000-SG,Male,Central,50+,9
2023,2023-01001-SG,Male,Northern,25 to 49,1
2023,2023-01002-SG,Male,Central,25 to 49,35
2023,2023-01003-SG,Male,Western,25 to 49,4
2023,2023-01004-SG,Male,Central,25 to 49,2
2023,2023-01005-SG,Male,Central,50+,32
2023,2023-01006-SG,Male,Western,25 to 49,6
2023,2023-01007-SG,Female,Central,25 to 49,18
2023,2023-01008-SG,Male,Toronto,50+,9
2023,2023-01009-SG,Male,Central,50+,1
2023,2023-01010-SG,Male,Western,50+,3
2023,2023-01011-SG,Male,Eastern,50+,2
2023,2023-01012-SG,Male,Western,50+,1
2023,2023-01013-SG,Male,Toronto,25 to 49,4
2023,2023-01014-SG,Male,Eastern,25 to 49,4
2023,2023-01015-SG,Male,Western,25 to 49,3
2023,2023-01016-SG,Male,Toronto,25 to 49,11
2023,2023-01017-SG,Male,Central,25 to 49,1
2023,2023-01018-SG,Male,Central,50+,22
2023,2023-01019-SG,Male,Central,25 to 49,4
2023,2023-01020-SG,Male,Central,25 to 49,1
2023,2023-01021-SG,Male,Central,25 to 49,7
2023,2023-01022-SG,Male,Eastern,25 to 49,5
2023,2023-01023-SG,Male,Central,25 to 49,4
2023,2023-01024-SG,Male,Central,25 to 49,4
2023,2023-01025-SG,Male,Central,50+,1
2023,2023-01026-SG,Female,Western,25 to 49,1
2023,2023-01027-SG,Male,Central,50+,6
2023,2023-01028-SG,Male,Eastern,50+,14
2023,2023-01029-SG,Male,Western,25 to 49,1
2023,2023-01030-SG,Male,Western,25 to 49,3
2023,2023-01031-SG,Male,Western,25 to 49,2
2023,2023-01032-SG,Male,Western,25 to 49,5
2023,2023-01033-SG,Male,Toronto,50+,17
2023,2023-01034-SG,Male,Northern,50+,1
2023,2023-01035-SG,Male,Toronto,50+,6
2023,2023-01036-SG,Male,Northern,25 to 49,5
2023,2023-01037-SG,Male,Toronto,50+,51
2023,2023-01038-SG,Female,Central,25 to 49,17
2023,2023-01039-SG,Male,Western,25 to 49,4
2023,2023-01040-SG,Male,Western,50+,10
2023,2023-01041-SG,Male,Central,50+,6
2023,2023-01042-SG,Male,Central,25 to 49,1
2023,2023-01043-SG,Male,Central,25 to 49,2
2023,2023-01044-SG,Male,Central,50+,1
2023,2023-01045-SG,Male,Toronto,50+,46
2023,2023-01046-SG,Male,Central,25 to 49,10
2023,2023-01047-SG,Male,Western,50+,1
