"EndFiscalYear","Region_AtTimeOfPlacement","Institution_AtTimeOfPlacement","Alert_Type","Alert_Presence","Number_SegregationPlacements"
2025,"Northern","Fort Frances Jail","Transgender Alert","Yes",0
2025,"Northern","Kenora Jail","Transgender Alert","No",442
2025,"Northern","Kenora Jail","Transgender Alert","Yes",76
2025,"Northern","Monteith Correctional Complex","Transgender Alert","No",1386
2025,"Northern","Monteith Correctional Complex","Transgender Alert","Yes",5
2025,"Northern","North Bay Jail","Transgender Alert","No",248
2025,"Northern","North Bay Jail","Transgender Alert","Yes",20
2025,"Northern","Sudbury Jail","Transgender Alert","No",1587
2025,"Northern","Sudbury Jail","Transgender Alert","Yes",329
2025,"Northern","Thunder Bay Correctional Centre","Transgender Alert","No",288
2025,"Northern","Thunder Bay Correctional Centre","Transgender Alert","Yes",30
2025,"Northern","Thunder Bay Jail","Transgender Alert","No",688
2025,"Northern","Thunder Bay Jail","Transgender Alert","Yes",2
2025,"Toronto","Toronto East Detention Centre","Transgender Alert","No",1605
2025,"Toronto","Toronto East Detention Centre","Transgender Alert","Yes",4
2025,"Toronto","Toronto South Detention Centre","Transgender Alert","No",9069
2025,"Toronto","Toronto South Detention Centre","Transgender Alert","Yes",372
2025,"Western","Central North Correctional Centre","Transgender Alert","No",3830
2025,"Western","Central North Correctional Centre","Transgender Alert","Yes",125
2025,"Western","Elgin-Middlesex Detention Centre","Transgender Alert","No",1762
2025,"Western","Elgin-Middlesex Detention Centre","Transgender Alert","Yes",21
2025,"Western","Sarnia Jail","Transgender Alert","No",321
2025,"Western","Sarnia Jail","Transgender Alert","Yes",3
2025,"Western","South West Detention Centre","Transgender Alert","No",1819
2025,"Western","South West Detention Centre","Transgender Alert","Yes",67
2025,"Western","Stratford Jail","Transgender Alert","No",18
2025,"Western","Stratford Jail","Transgender Alert","Yes",0
2025,"Central","Hamilton Wentworth Detention Centre","Mental Health Alert","No",969
2025,"Central","Hamilton Wentworth Detention Centre","Mental Health Alert","Yes",2299
2025,"Central","Maplehurst Correctional Complex","Mental Health Alert","No",3696
2025,"Central","Maplehurst Correctional Complex","Mental Health Alert","Yes",2830
2025,"Central","Niagara Detention Centre","Mental Health Alert","No",1068
2025,"Central","Niagara Detention Centre","Mental Health Alert","Yes",1677
2025,"Central","Vanier Centre for Women","Mental Health Alert","No",726
2025,"Central","Vanier Centre for Women","Mental Health Alert","Yes",2084
2025,"Eastern","Brockville Jail","Mental Health Alert","No",12
2025,"Eastern","Brockville Jail","Mental Health Alert","Yes",17
2025,"Eastern","Central East Correctional Centre","Mental Health Alert","No",2288
2025,"Eastern","Central East Correctional Centre","Mental Health Alert","Yes",2891
2025,"Eastern","Ottawa-Carleton Detention Centre","Mental Health Alert","No",1183
2025,"Eastern","Ottawa-Carleton Detention Centre","Mental Health Alert","Yes",1014
2025,"Eastern","Quinte Detention Centre","Mental Health Alert","No",120
2025,"Eastern","Quinte Detention Centre","Mental Health Alert","Yes",191
2025,"Northern","Algoma Treatment and Remand Centre","Mental Health Alert","No",484
2025,"Northern","Algoma Treatment and Remand Centre","Mental Health Alert","Yes",697
2025,"Northern","Fort Frances Jail","Mental Health Alert","No",3
2025,"Northern","Fort Frances Jail","Mental Health Alert","Yes",16
2025,"Northern","Kenora Jail","Mental Health Alert","No",209
2025,"Northern","Kenora Jail","Mental Health Alert","Yes",309
2025,"Northern","Monteith Correctional Complex","Mental Health Alert","No",707
2025,"Northern","Monteith Correctional Complex","Mental Health Alert","Yes",684
2025,"Northern","North Bay Jail","Mental Health Alert","No",62
2025,"Northern","North Bay Jail","Mental Health Alert","Yes",206
2025,"Northern","Sudbury Jail","Mental Health Alert","No",1172
2025,"Northern","Sudbury Jail","Mental Health Alert","Yes",744
2025,"Northern","Thunder Bay Correctional Centre","Mental Health Alert","No",167
2025,"Northern","Thunder Bay Correctional Centre","Mental Health Alert","Yes",151
2025,"Northern","Thunder Bay Jail","Mental Health Alert","No",397
2025,"Northern","Thunder Bay Jail","Mental Health Alert","Yes",293
2025,"Toronto","Toronto East Detention Centre","Mental Health Alert","No",1177
2025,"Toronto","Toronto East Detention Centre","Mental Health Alert","Yes",432
2025,"Toronto","Toronto South Detention Centre","Mental Health Alert","No",4124
2025,"Toronto","Toronto South Detention Centre","Mental Health Alert","Yes",5317
2025,"Western","Central North Correctional Centre","Mental Health Alert","No",1964
2025,"Western","Central North Correctional Centre","Mental Health Alert","Yes",1991
2025,"Western","Elgin-Middlesex Detention Centre","Mental Health Alert","No",885
2025,"Western","Elgin-Middlesex Detention Centre","Mental Health Alert","Yes",898
2025,"Western","Sarnia Jail","Mental Health Alert","No",88
2025,"Western","Sarnia Jail","Mental Health Alert","Yes",236
2025,"Western","South West Detention Centre","Mental Health Alert","No",1238
2025,"Western","South West Detention Centre","Mental Health Alert","Yes",648
2025,"Western","Stratford Jail","Mental Health Alert","No",12
2025,"Western","Stratford Jail","Mental Health Alert","Yes",6
2025,"Central","Hamilton Wentworth Detention Centre","Serious Mental Illness Alert","No",1623
2025,"Central","Hamilton Wentworth Detention Centre","Serious Mental Illness Alert","Yes",1645
2025,"Central","Maplehurst Correctional Complex","Serious Mental Illness Alert","No",4781
2025,"Central","Maplehurst Correctional Complex","Serious Mental Illness Alert","Yes",1745
2025,"Central","Niagara Detention Centre","Serious Mental Illness Alert","No",1707
2025,"Central","Niagara Detention Centre","Serious Mental Illness Alert","Yes",1038
2025,"Central","Vanier Centre for Women","Serious Mental Illness Alert","No",2404
2025,"Central","Vanier Centre for Women","Serious Mental Illness Alert","Yes",406
2025,"Eastern","Brockville Jail","Serious Mental Illness Alert","No",24
2025,"Eastern","Brockville Jail","Serious Mental Illness Alert","Yes",5
2025,"Eastern","Central East Correctional Centre","Serious Mental Illness Alert","No",4005
2025,"Eastern","Central East Correctional Centre","Serious Mental Illness Alert","Yes",1174
2025,"Eastern","Ottawa-Carleton Detention Centre","Serious Mental Illness Alert","No",2129
2025,"Eastern","Ottawa-Carleton Detention Centre","Serious Mental Illness Alert","Yes",68
2025,"Eastern","Quinte Detention Centre","Serious Mental Illness Alert","No",233
2025,"Eastern","Quinte Detention Centre","Serious Mental Illness Alert","Yes",78
2025,"Northern","Algoma Treatment and Remand Centre","Serious Mental Illness Alert","No",658
2025,"Northern","Algoma Treatment and Remand Centre","Serious Mental Illness Alert","Yes",523
2025,"Northern","Fort Frances Jail","Serious Mental Illness Alert","No",7
2025,"Northern","Fort Frances Jail","Serious Mental Illness Alert","Yes",12
2025,"Northern","Kenora Jail","Serious Mental Illness Alert","No",314
2025,"Northern","Kenora Jail","Serious Mental Illness Alert","Yes",204
2025,"Northern","Monteith Correctional Complex","Serious Mental Illness Alert","No",1369
2025,"Northern","Monteith Correctional Complex","Serious Mental Illness Alert","Yes",22
2025,"Northern","North Bay Jail","Serious Mental Illness Alert","No",207
2025,"Northern","North Bay Jail","Serious Mental Illness Alert","Yes",61
2025,"Northern","Sudbury Jail","Serious Mental Illness Alert","No",1767
2025,"Northern","Sudbury Jail","Serious Mental Illness Alert","Yes",149
2025,"Northern","Thunder Bay Correctional Centre","Serious Mental Illness Alert","No",196
2025,"Northern","Thunder Bay Correctional Centre","Serious Mental Illness Alert","Yes",122
2025,"Northern","Thunder Bay Jail","Serious Mental Illness Alert","No",563
2025,"Northern","Thunder Bay Jail","Serious Mental Illness Alert","Yes",127
2025,"Toronto","Toronto East Detention Centre","Serious Mental Illness Alert","No",1522
2025,"Toronto","Toronto East Detention Centre","Serious Mental Illness Alert","Yes",87
2025,"Toronto","Toronto South Detention Centre","Serious Mental Illness Alert","No",8656
2025,"Toronto","Toronto South Detention Centre","Serious Mental Illness Alert","Yes",785
2025,"Western","Central North Correctional Centre","Serious Mental Illness Alert","No",3637
2025,"Western","Central North Correctional Centre","Serious Mental Illness Alert","Yes",318
2025,"Western","Elgin-Middlesex Detention Centre","Serious Mental Illness Alert","No",1386
2025,"Western","Elgin-Middlesex Detention Centre","Serious Mental Illness Alert","Yes",397
2025,"Western","Sarnia Jail","Serious Mental Illness Alert","No",193
2025,"Western","Sarnia Jail","Serious Mental Illness Alert","Yes",131
2025,"Western","South West Detention Centre","Serious Mental Illness Alert","No",1636
2025,"Western","South West Detention Centre","Serious Mental Illness Alert","Yes",250
2025,"Western","Stratford Jail","Serious Mental Illness Alert","No",16
2025,"Western","Stratford Jail","Serious Mental Illness Alert","Yes",2
2025,"Central","Hamilton Wentworth Detention Centre","Suicide Risk Alert","No",1982
2025,"Central","Hamilton Wentworth Detention Centre","Suicide Risk Alert","Yes",1286
2025,"Central","Maplehurst Correctional Complex","Suicide Risk Alert","No",4900
2025,"Central","Maplehurst Correctional Complex","Suicide Risk Alert","Yes",1626
2025,"Central","Niagara Detention Centre","Suicide Risk Alert","No",1890
2025,"Central","Niagara Detention Centre","Suicide Risk Alert","Yes",855
2025,"Central","Vanier Centre for Women","Suicide Risk Alert","No",2258
2025,"Central","Vanier Centre for Women","Suicide Risk Alert","Yes",552
2025,"Eastern","Brockville Jail","Suicide Risk Alert","No",19
2025,"Eastern","Brockville Jail","Suicide Risk Alert","Yes",10
2025,"Eastern","Central East Correctional Centre","Suicide Risk Alert","No",3653
2025,"Eastern","Central East Correctional Centre","Suicide Risk Alert","Yes",1526
2025,"Eastern","Ottawa-Carleton Detention Centre","Suicide Risk Alert","No",1263
2025,"Eastern","Ottawa-Carleton Detention Centre","Suicide Risk Alert","Yes",934
2025,"Eastern","Quinte Detention Centre","Suicide Risk Alert","No",188
2025,"Eastern","Quinte Detention Centre","Suicide Risk Alert","Yes",123
2025,"Northern","Algoma Treatment and Remand Centre","Suicide Risk Alert","No",725
2025,"Northern","Algoma Treatment and Remand Centre","Suicide Risk Alert","Yes",456
2025,"Northern","Fort Frances Jail","Suicide Risk Alert","No",9
2025,"Northern","Fort Frances Jail","Suicide Risk Alert","Yes",10
2025,"Northern","Kenora Jail","Suicide Risk Alert","No",215
2025,"Northern","Kenora Jail","Suicide Risk Alert","Yes",303
2025,"Northern","Monteith Correctional Complex","Suicide Risk Alert","No",917
2025,"Northern","Monteith Correctional Complex","Suicide Risk Alert","Yes",474
2025,"Northern","North Bay Jail","Suicide Risk Alert","No",127
2025,"Northern","North Bay Jail","Suicide Risk Alert","Yes",141
2025,"Northern","Sudbury Jail","Suicide Risk Alert","No",1250
2025,"Northern","Sudbury Jail","Suicide Risk Alert","Yes",666
2025,"Northern","Thunder Bay Correctional Centre","Suicide Risk Alert","No",161
2025,"Northern","Thunder Bay Correctional Centre","Suicide Risk Alert","Yes",157
2025,"Northern","Thunder Bay Jail","Suicide Risk Alert","No",319
2025,"Northern","Thunder Bay Jail","Suicide Risk Alert","Yes",371
2025,"Toronto","Toronto East Detention Centre","Suicide Risk Alert","No",1520
2025,"Toronto","Toronto East Detention Centre","Suicide Risk Alert","Yes",89
2025,"Toronto","Toronto South Detention Centre","Suicide Risk Alert","No",7282
2025,"Toronto","Toronto South Detention Centre","Suicide Risk Alert","Yes",2159
2025,"Western","Central North Correctional Centre","Suicide Risk Alert","No",2516
2025,"Western","Central North Correctional Centre","Suicide Risk Alert","Yes",1439
2025,"Western","Elgin-Middlesex Detention Centre","Suicide Risk Alert","No",1278
2025,"Western","Elgin-Middlesex Detention Centre","Suicide Risk Alert","Yes",505
2025,"Western","Sarnia Jail","Suicide Risk Alert","No",168
2025,"Western","Sarnia Jail","Suicide Risk Alert","Yes",156
2025,"Western","South West Detention Centre","Suicide Risk Alert","No",1366
2025,"Western","South West Detention Centre","Suicide Risk Alert","Yes",520
2025,"Western","Stratford Jail","Suicide Risk Alert","No",15
2025,"Western","Stratford Jail","Suicide Risk Alert","Yes",3
2025,"Central","Hamilton Wentworth Detention Centre","Suicide Watch Alert","No",2589
2025,"Central","Hamilton Wentworth Detention Centre","Suicide Watch Alert","Yes",679
2025,"Central","Maplehurst Correctional Complex","Suicide Watch Alert","No",5420
2025,"Central","Maplehurst Correctional Complex","Suicide Watch Alert","Yes",1106
2025,"Central","Niagara Detention Centre","Suicide Watch Alert","No",2358
2025,"Central","Niagara Detention Centre","Suicide Watch Alert","Yes",387
2025,"Central","Vanier Centre for Women","Suicide Watch Alert","No",2556
2025,"Central","Vanier Centre for Women","Suicide Watch Alert","Yes",254
2025,"Eastern","Brockville Jail","Suicide Watch Alert","No",22
2025,"Eastern","Brockville Jail","Suicide Watch Alert","Yes",7
2025,"Eastern","Central East Correctional Centre","Suicide Watch Alert","No",4505
2025,"Eastern","Central East Correctional Centre","Suicide Watch Alert","Yes",674
2025,"Eastern","Ottawa-Carleton Detention Centre","Suicide Watch Alert","No",1924
2025,"Eastern","Ottawa-Carleton Detention Centre","Suicide Watch Alert","Yes",273
2025,"Eastern","Quinte Detention Centre","Suicide Watch Alert","No",264
2025,"Eastern","Quinte Detention Centre","Suicide Watch Alert","Yes",47
2025,"Northern","Algoma Treatment and Remand Centre","Suicide Watch Alert","No",1060
2025,"Northern","Algoma Treatment and Remand Centre","Suicide Watch Alert","Yes",121
2025,"Northern","Fort Frances Jail","Suicide Watch Alert","No",16
2025,"Northern","Fort Frances Jail","Suicide Watch Alert","Yes",3
2025,"Northern","Kenora Jail","Suicide Watch Alert","No",386
2025,"Northern","Kenora Jail","Suicide Watch Alert","Yes",132
2025,"Northern","Monteith Correctional Complex","Suicide Watch Alert","No",1309
2025,"Northern","Monteith Correctional Complex","Suicide Watch Alert","Yes",82
2025,"Northern","North Bay Jail","Suicide Watch Alert","No",207
2025,"Northern","North Bay Jail","Suicide Watch Alert","Yes",61
2025,"Northern","Sudbury Jail","Suicide Watch Alert","No",1756
2025,"Northern","Sudbury Jail","Suicide Watch Alert","Yes",160
2025,"Northern","Thunder Bay Correctional Centre","Suicide Watch Alert","No",275
2025,"Northern","Thunder Bay Correctional Centre","Suicide Watch Alert","Yes",43
2025,"Northern","Thunder Bay Jail","Suicide Watch Alert","No",533
2025,"Northern","Thunder Bay Jail","Suicide Watch Alert","Yes",157
2025,"Toronto","Toronto East Detention Centre","Suicide Watch Alert","No",1589
2025,"Toronto","Toronto East Detention Centre","Suicide Watch Alert","Yes",20
2025,"Toronto","Toronto South Detention Centre","Suicide Watch Alert","No",8317
2025,"Toronto","Toronto South Detention Centre","Suicide Watch Alert","Yes",1124
2025,"Western","Central North Correctional Centre","Suicide Watch Alert","No",3103
2025,"Western","Central North Correctional Centre","Suicide Watch Alert","Yes",852
2025,"Western","Elgin-Middlesex Detention Centre","Suicide Watch Alert","No",1509
2025,"Western","Elgin-Middlesex Detention Centre","Suicide Watch Alert","Yes",274
2025,"Western","Sarnia Jail","Suicide Watch Alert","No",274
2025,"Western","Sarnia Jail","Suicide Watch Alert","Yes",50
2025,"Western","South West Detention Centre","Suicide Watch Alert","No",1654
2025,"Western","South West Detention Centre","Suicide Watch Alert","Yes",232
2025,"Western","Stratford Jail","Suicide Watch Alert","No",15
2025,"Western","Stratford Jail","Suicide Watch Alert","Yes",3
2025,"Central","Hamilton Wentworth Detention Centre","Immigration Hold Flag","No",3246
2025,"Central","Hamilton Wentworth Detention Centre","Immigration Hold Flag","Yes",22
2025,"Central","Maplehurst Correctional Complex","Immigration Hold Flag","No",6482
2025,"Central","Maplehurst Correctional Complex","Immigration Hold Flag","Yes",44
2025,"Central","Niagara Detention Centre","Immigration Hold Flag","No",2744
2025,"Central","Niagara Detention Centre","Immigration Hold Flag","Yes",1
2025,"Central","Vanier Centre for Women","Immigration Hold Flag","No",2799
2025,"Central","Vanier Centre for Women","Immigration Hold Flag","Yes",11
2025,"Eastern","Brockville Jail","Immigration Hold Flag","No",29
2025,"Eastern","Brockville Jail","Immigration Hold Flag","Yes",0
2025,"Eastern","Central East Correctional Centre","Immigration Hold Flag","No",5176
2025,"Eastern","Central East Correctional Centre","Immigration Hold Flag","Yes",3
2025,"Eastern","Ottawa-Carleton Detention Centre","Immigration Hold Flag","No",2197
2025,"Eastern","Ottawa-Carleton Detention Centre","Immigration Hold Flag","Yes",0
2025,"Eastern","Quinte Detention Centre","Immigration Hold Flag","No",311
2025,"Eastern","Quinte Detention Centre","Immigration Hold Flag","Yes",0
2025,"Northern","Algoma Treatment and Remand Centre","Immigration Hold Flag","No",1181
2025,"Northern","Algoma Treatment and Remand Centre","Immigration Hold Flag","Yes",0
2025,"Northern","Fort Frances Jail","Immigration Hold Flag","No",19
2025,"Northern","Fort Frances Jail","Immigration Hold Flag","Yes",0
2025,"Northern","Kenora Jail","Immigration Hold Flag","No",518
2025,"Northern","Kenora Jail","Immigration Hold Flag","Yes",0
2025,"Northern","Monteith Correctional Complex","Immigration Hold Flag","No",1391
2025,"Northern","Monteith Correctional Complex","Immigration Hold Flag","Yes",0
2025,"Northern","North Bay Jail","Immigration Hold Flag","No",268
2025,"Northern","North Bay Jail","Immigration Hold Flag","Yes",0
2025,"Northern","Sudbury Jail","Immigration Hold Flag","No",1916
2025,"Northern","Sudbury Jail","Immigration Hold Flag","Yes",0
2025,"Northern","Thunder Bay Correctional Centre","Immigration Hold Flag","No",318
2025,"Northern","Thunder Bay Correctional Centre","Immigration Hold Flag","Yes",0
2025,"Northern","Thunder Bay Jail","Immigration Hold Flag","No",690
2025,"Northern","Thunder Bay Jail","Immigration Hold Flag","Yes",0
2025,"Toronto","Toronto East Detention Centre","Immigration Hold Flag","No",1609
2025,"Toronto","Toronto East Detention Centre","Immigration Hold Flag","Yes",0
2025,"Toronto","Toronto South Detention Centre","Immigration Hold Flag","No",9372
2025,"Toronto","Toronto South Detention Centre","Immigration Hold Flag","Yes",69
2025,"Western","Central North Correctional Centre","Immigration Hold Flag","No",3951
2025,"Western","Central North Correctional Centre","Immigration Hold Flag","Yes",4
2025,"Western","Elgin-Middlesex Detention Centre","Immigration Hold Flag","Yes",0
2025,"Western","Elgin-Middlesex Detention Centre","Immigration Hold Flag","No",1783
2025,"Western","Sarnia Jail","Immigration Hold Flag","Yes",0
2025,"Western","Sarnia Jail","Immigration Hold Flag","No",324
2025,"Western","South West Detention Centre","Immigration Hold Flag","Yes",2
2025,"Western","South West Detention Centre","Immigration Hold Flag","No",1884
2025,"Western","Stratford Jail","Immigration Hold Flag","Yes",0
2025,"Western","Stratford Jail","Immigration Hold Flag","No",18
